Unique ID,Indicator ID,Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Pollution_Level
874831,365,Fine particles (PM 2.5),mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2023,2023-06-01,9,None,Good
643685,375,Nitrogen dioxide (NO2),ppb,CD,404,Elmhurst and Corona (CD4),Summer 2019,2019-06-01,14,None,Good
667790,375,Nitrogen dioxide (NO2),ppb,CD,404,Elmhurst and Corona (CD4),Winter 2019-20,2019-12-01,26,None,Good
877226,375,Nitrogen dioxide (NO2),ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2023,2023-01-01,17,None,Good
877228,375,Nitrogen dioxide (NO2),ppb,CD,404,Elmhurst and Corona (CD4),Winter 2022-23,2022-12-01,21,None,Good
643592,375,Nitrogen dioxide (NO2),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2019,2019-06-01,14,None,Good
667676,375,Nitrogen dioxide (NO2),ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2019-20,2019-12-01,28,None,Good
643628,375,Nitrogen dioxide (NO2),ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2019,2019-06-01,15,None,Good
336803,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Summer 2015,2015-06-01,15,None,Good
643670,375,Nitrogen dioxide (NO2),ppb,CD,317,East Flatbush (CD17),Summer 2019,2019-06-01,12,None,Good
667760,375,Nitrogen dioxide (NO2),ppb,CD,317,East Flatbush (CD17),Winter 2019-20,2019-12-01,26,None,Good
877211,375,Nitrogen dioxide (NO2),ppb,CD,317,East Flatbush (CD17),Annual Average 2023,2023-01-01,16,None,Good
667766,375,Nitrogen dioxide (NO2),ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2019-20,2019-12-01,22,None,Good
410875,365,Fine particles (PM 2.5),mcg/m3,UHF34,201,Greenpoint,Annual Average 2016,2015-12-31,9,None,Good
823443,365,Fine particles (PM 2.5),mcg/m3,UHF34,201,Greenpoint,Winter 2021-22,2021-12-01,7,None,Good
605804,365,Fine particles (PM 2.5),mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2018,2018-01-01,7,None,Good
643545,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Winter 2018-19,2018-12-01,23,None,Good
667507,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2020,2020-01-01,18,None,Good
670913,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2020,2020-06-01,29,None,Good
549393,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2017,2017-06-01,30,None,Good
877021,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Winter 2022-23,2022-12-01,19,None,Good
877013,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Annual Average 2023,2023-01-01,16,None,Good
338238,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2015,2015-06-01,32,None,Good
877014,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Summer 2023,2023-06-01,11,None,Good
650009,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2019,2019-06-01,7,None,Good
874809,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2023,2023-01-01,6,None,Good
878172,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2023,2023-06-01,32,None,Good
878181,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2023,2023-06-01,37,None,Good
877020,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Summer 2023,2023-06-01,12,None,Good
667423,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Annual Average 2020,2020-01-01,18,None,Good
412581,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Summer 2016,2016-06-01,14,None,Good
602885,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,20,None,Good
741077,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Summer 2021,2021-06-01,15,None,Good
650004,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Winter 2018-19,2018-12-01,6,None,Good
336650,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Summer 2015,2015-06-01,10,None,Good
877019,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2023,2023-01-01,14,None,Good
667424,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Winter 2019-20,2019-12-01,27,None,Good
878125,386,Ozone (O3),ppb,CD,313,Coney Island (CD13),Summer 2023,2023-06-01,41,None,Good
878127,386,Ozone (O3),ppb,CD,315,Sheepshead Bay (CD15),Summer 2023,2023-06-01,40,None,Good
336767,375,Nitrogen dioxide (NO2),ppb,CD,204,Highbridge and Concourse (CD4),Summer 2015,2015-06-01,18,None,Good
877097,375,Nitrogen dioxide (NO2),ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2023,2023-01-01,18,None,Good
877099,375,Nitrogen dioxide (NO2),ppb,CD,103,Lower East Side and Chinatown (CD3),Winter 2022-23,2022-12-01,22,None,Good
643629,375,Nitrogen dioxide (NO2),ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2018-19,2018-12-01,23,None,Good
667675,375,Nitrogen dioxide (NO2),ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2020,2020-01-01,17,None,Good
876986,375,Nitrogen dioxide (NO2),ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2023,2023-01-01,14,None,Good
876988,375,Nitrogen dioxide (NO2),ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2022-23,2022-12-01,17,None,Good
741033,375,Nitrogen dioxide (NO2),ppb,UHF34,201,Greenpoint,Annual Average 2021,2021-01-01,20,None,Good
741081,375,Nitrogen dioxide (NO2),ppb,UHF34,402,West Queens,Annual Average 2021,2021-01-01,18,None,Good
741021,375,Nitrogen dioxide (NO2),ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2021,2021-01-01,14,None,Good
549890,375,Nitrogen dioxide (NO2),ppb,UHF34,102,Northeast Bronx,Annual Average 2017,2017-01-01,18,None,Good
876850,375,Nitrogen dioxide (NO2),ppb,Borough,2,Brooklyn,Winter 2022-23,2022-12-01,21,None,Good
410724,365,Fine particles (PM 2.5),mcg/m3,Borough,2,Brooklyn,Summer 2016,2016-06-01,8,None,Good
742150,365,Fine particles (PM 2.5),mcg/m3,Borough,2,Brooklyn,Winter 2020-21,2020-12-01,6,None,Good
643637,375,Nitrogen dioxide (NO2),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2019,2019-06-01,18,None,Good
667633,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2020,2020-01-01,15,None,Good
667694,375,Nitrogen dioxide (NO2),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2019-20,2019-12-01,28,None,Good
669777,365,Fine particles (PM 2.5),mcg/m3,UHF42,303,East Harlem,Winter 2019-20,2019-12-01,7,None,Good
643638,375,Nitrogen dioxide (NO2),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2018-19,2018-12-01,24,None,Good
667693,375,Nitrogen dioxide (NO2),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2020,2020-01-01,18,None,Good
336524,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Summer 2015,2015-06-01,14,None,Good
334019,365,Fine particles (PM 2.5),mcg/m3,UHF42,305,Upper East Side,Summer 2015,2015-06-01,10,None,Good
649730,365,Fine particles (PM 2.5),mcg/m3,UHF42,305,Upper East Side,Summer 2019,2019-06-01,9,None,Good
669771,365,Fine particles (PM 2.5),mcg/m3,UHF42,305,Upper East Side,Winter 2019-20,2019-12-01,8,None,Good
874480,365,Fine particles (PM 2.5),mcg/m3,UHF42,305,Upper East Side,Annual Average 2023,2023-01-01,6,None,Good
410768,365,Fine particles (PM 2.5),mcg/m3,UHF42,205,Sunset Park,Winter 2015-16,2015-12-01,9,None,Good
605696,365,Fine particles (PM 2.5),mcg/m3,UHF42,205,Sunset Park,Annual Average 2018,2018-01-01,7,None,Good
742409,365,Fine particles (PM 2.5),mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2021,2021-06-01,9,None,Good
606035,365,Fine particles (PM 2.5),mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2018,2018-01-01,6,None,Good
742487,365,Fine particles (PM 2.5),mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2021,2021-06-01,8,None,Good
823549,365,Fine particles (PM 2.5),mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2022,2022-06-01,6,None,Good
649995,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2018-19,2018-12-01,7,None,Good
667394,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Winter 2019-20,2019-12-01,28,None,Good
643481,375,Nitrogen dioxide (NO2),ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,13,None,Good
643487,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Summer 2019,2019-06-01,16,None,Good
816791,643,Annual vehicle miles traveled,per square mile,CD,112,Washington Heights and Inwood (CD12),2019,2019-01-01,151,None,Very Unhealthy
816899,643,Annual vehicle miles traveled,per square mile,UHF42,101,Kingsbridge - Riverdale,2019,2019-01-01,80,None,Moderate
643571,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Summer 2019,2019-06-01,20,None,Good
667562,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Winter 2019-20,2019-12-01,29,None,Good
878161,386,Ozone (O3),ppb,CD,110,Central Harlem (CD10),Summer 2023,2023-06-01,31,None,Good
878124,386,Ozone (O3),ppb,CD,312,Borough Park (CD12),Summer 2023,2023-06-01,37,None,Good
878149,386,Ozone (O3),ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2023,2023-06-01,35,None,Good
649686,365,Fine particles (PM 2.5),mcg/m3,UHF42,201,Greenpoint,Winter 2018-19,2018-12-01,9,None,Good
669817,365,Fine particles (PM 2.5),mcg/m3,UHF42,201,Greenpoint,Annual Average 2020,2020-01-01,7,None,Good
605663,365,Fine particles (PM 2.5),mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,6,None,Good
877092,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Summer 2023,2023-06-01,19,None,Good
878145,386,Ozone (O3),ppb,CD,501,St. George and Stapleton (CD1),Summer 2023,2023-06-01,32,None,Good
878253,386,Ozone (O3),ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2023,2023-06-01,35,None,Good
649701,365,Fine particles (PM 2.5),mcg/m3,UHF42,206,Borough Park,Winter 2018-19,2018-12-01,6,None,Good
874529,365,Fine particles (PM 2.5),mcg/m3,CD,101,Financial District (CD1),Summer 2023,2023-06-01,9,None,Good
411095,365,Fine particles (PM 2.5),mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2015-16,2015-12-01,9,None,Good
411096,365,Fine particles (PM 2.5),mcg/m3,CD,402,Woodside and Sunnyside (CD2),Summer 2016,2016-06-01,9,None,Good
742522,365,Fine particles (PM 2.5),mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2020-21,2020-12-01,7,None,Good
605771,365,Fine particles (PM 2.5),mcg/m3,UHF42,409,Southeast Queens,Annual Average 2018,2018-01-01,6,None,Good
605654,365,Fine particles (PM 2.5),mcg/m3,Borough,3,Manhattan,Annual Average 2018,2018-01-01,8,None,Good
877093,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Winter 2022-23,2022-12-01,24,None,Good
877091,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Annual Average 2023,2023-01-01,21,None,Good
643586,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2019,2019-06-01,16,None,Good
336848,375,Nitrogen dioxide (NO2),ppb,CD,401,Long Island City and Astoria (CD1),Summer 2015,2015-06-01,15,None,Good
742308,365,Fine particles (PM 2.5),mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021-01-01,6,None,Good
410914,365,Fine particles (PM 2.5),mcg/m3,UHF34,303,East Harlem,Annual Average 2016,2015-12-31,8,None,Good
823437,365,Fine particles (PM 2.5),mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2021-22,2021-12-01,6,None,Good
742307,365,Fine particles (PM 2.5),mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01,8,None,Good
874813,365,Fine particles (PM 2.5),mcg/m3,CD,316,Brownsville (CD16),Summer 2023,2023-06-01,8,None,Good
878182,386,Ozone (O3),ppb,UHF34,407,Southwest Queens,Summer 2023,2023-06-01,37,None,Good
667255,375,Nitrogen dioxide (NO2),ppb,UHF42,406,Fresh Meadows,Annual Average 2020,2020-01-01,14,None,Good
878214,386,Ozone (O3),ppb,UHF42,406,Fresh Meadows,Summer 2023,2023-06-01,36,None,Good
667369,375,Nitrogen dioxide (NO2),ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2020,2020-01-01,16,None,Good
827601,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2017-2019,2017-01-01,8,None,Good
874602,365,Fine particles (PM 2.5),mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2023,2023-06-01,9,None,Good
669946,365,Fine particles (PM 2.5),mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2020,2020-01-01,6,None,Good
650034,365,Fine particles (PM 2.5),mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2018-19,2018-12-01,7,None,Good
667370,375,Nitrogen dioxide (NO2),ppb,UHF34,207,East Flatbush - Flatbush,Winter 2019-20,2019-12-01,26,None,Good
643475,375,Nitrogen dioxide (NO2),ppb,UHF34,207,East Flatbush - Flatbush,Summer 2019,2019-06-01,12,None,Good
816805,643,Annual vehicle miles traveled,per square mile,CD,105,Midtown (CD5),2019,2019-01-01,94,None,Moderate
876929,375,Nitrogen dioxide (NO2),ppb,UHF42,306,Chelsea - Clinton,Annual Average 2023,2023-01-01,24,None,Good
876931,375,Nitrogen dioxide (NO2),ppb,UHF42,306,Chelsea - Clinton,Winter 2022-23,2022-12-01,25,None,Good
878135,386,Ozone (O3),ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2023,2023-06-01,35,None,Good
643688,375,Nitrogen dioxide (NO2),ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2019,2019-06-01,13,None,Good
605762,365,Fine particles (PM 2.5),mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2018,2018-01-01,6,None,Good
410810,365,Fine particles (PM 2.5),mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2015-16,2015-12-01,10,None,Good
823341,365,Fine particles (PM 2.5),mcg/m3,Borough,1,Bronx,Winter 2021-22,2021-12-01,7,None,Good
605681,365,Fine particles (PM 2.5),mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2018,2018-01-01,7,None,Good
823308,365,Fine particles (PM 2.5),mcg/m3,UHF42,107,Hunts Point - Mott Haven,Winter 2021-22,2021-12-01,7,None,Good
410812,365,Fine particles (PM 2.5),mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2016,2015-12-31,9,None,Good
823455,365,Fine particles (PM 2.5),mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2021-22,2021-12-01,7,None,Good
742304,365,Fine particles (PM 2.5),mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2021,2021-06-01,9,None,Good
742289,365,Fine particles (PM 2.5),mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2021,2021-06-01,8,None,Good
649791,365,Fine particles (PM 2.5),mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2018-19,2018-12-01,7,None,Good
874574,365,Fine particles (PM 2.5),mcg/m3,UHF34,402,West Queens,Summer 2023,2023-06-01,9,None,Good
874407,365,Fine particles (PM 2.5),mcg/m3,UHF34,201,Greenpoint,Summer 2023,2023-06-01,9,None,Good
605936,365,Fine particles (PM 2.5),mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2018,2018-01-01,7,None,Good
742439,365,Fine particles (PM 2.5),mcg/m3,CD,204,Highbridge and Concourse (CD4),Summer 2021,2021-06-01,8,None,Good
411049,365,Fine particles (PM 2.5),mcg/m3,CD,304,Bushwick (CD4),Annual Average 2016,2015-12-31,8,None,Good
823482,365,Fine particles (PM 2.5),mcg/m3,CD,304,Bushwick (CD4),Winter 2021-22,2021-12-01,7,None,Good
823576,365,Fine particles (PM 2.5),mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2022,2022-06-01,5,None,Good
667759,375,Nitrogen dioxide (NO2),ppb,CD,317,East Flatbush (CD17),Annual Average 2020,2020-01-01,16,None,Good
877212,375,Nitrogen dioxide (NO2),ppb,CD,317,East Flatbush (CD17),Summer 2023,2023-06-01,12,None,Good
643674,375,Nitrogen dioxide (NO2),ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2018-19,2018-12-01,18,None,Good
336875,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2015,2015-06-01,12,None,Good
877120,375,Nitrogen dioxide (NO2),ppb,CD,110,Central Harlem (CD10),Winter 2022-23,2022-12-01,20,None,Good
336755,375,Nitrogen dioxide (NO2),ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2015,2015-06-01,16,None,Good
605825,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2018,2018-01-01,6,None,Good
605831,365,Fine particles (PM 2.5),mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2018,2018-01-01,8,None,Good
411000,365,Fine particles (PM 2.5),mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2016,2016-06-01,8,None,Good
334037,365,Fine particles (PM 2.5),mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2015,2015-06-01,10,None,Good
667658,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2019-20,2019-12-01,21,None,Good
643619,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2019,2019-06-01,11,None,Good
877160,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2023,2023-01-01,14,None,Good
877162,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2022-23,2022-12-01,17,None,Good
549929,375,Nitrogen dioxide (NO2),ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2017,2017-01-01,20,None,Good
876944,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Annual Average 2023,2023-01-01,18,None,Good
742246,365,Fine particles (PM 2.5),mcg/m3,UHF42,401,Long Island City - Astoria,Winter 2020-21,2020-12-01,7,None,Good
410881,365,Fine particles (PM 2.5),mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2016,2015-12-31,7,None,Good
605843,365,Fine particles (PM 2.5),mcg/m3,UHF34,304,Upper West Side,Annual Average 2018,2018-01-01,8,None,Good
410872,365,Fine particles (PM 2.5),mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2016,2015-12-31,7,None,Good
667592,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2019-20,2019-12-01,26,None,Good
877166,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2023,2023-01-01,18,None,Good
877168,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2022-23,2022-12-01,23,None,Good
336851,375,Nitrogen dioxide (NO2),ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2015,2015-06-01,16,None,Good
336761,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2015,2015-06-01,16,None,Good
667591,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2020,2020-01-01,19,None,Good
667322,375,Nitrogen dioxide (NO2),ppb,UHF34,103,Fordham - Bronx Pk,Winter 2019-20,2019-12-01,22,None,Good
549908,375,Nitrogen dioxide (NO2),ppb,UHF34,204,East New York,Annual Average 2017,2017-01-01,18,None,Good
741039,375,Nitrogen dioxide (NO2),ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021-01-01,17,None,Good
549893,375,Nitrogen dioxide (NO2),ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2017,2017-01-01,19,None,Good
876905,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2023,2023-01-01,16,None,Good
874433,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Winter 2022-23,2022-12-01,5,None,Good
649775,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Summer 2019,2019-06-01,7,None,Good
334064,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Summer 2015,2015-06-01,8,None,Good
410750,365,Fine particles (PM 2.5),mcg/m3,UHF42,106,High Bridge - Morrisania,Winter 2015-16,2015-12-01,8,None,Good
410813,365,Fine particles (PM 2.5),mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2015-16,2015-12-01,9,None,Good
742240,365,Fine particles (PM 2.5),mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2020-21,2020-12-01,7,None,Good
643634,375,Nitrogen dioxide (NO2),ppb,CD,305,East New York and Starrett City (CD5),Summer 2019,2019-06-01,11,None,Good
667754,375,Nitrogen dioxide (NO2),ppb,CD,316,Brownsville (CD16),Winter 2019-20,2019-12-01,26,None,Good
643667,375,Nitrogen dioxide (NO2),ppb,CD,316,Brownsville (CD16),Summer 2019,2019-06-01,13,None,Good
336734,375,Nitrogen dioxide (NO2),ppb,CD,105,Midtown (CD5),Summer 2015,2015-06-01,29,None,Good
643598,375,Nitrogen dioxide (NO2),ppb,CD,205,Fordham and University Heights (CD5),Summer 2019,2019-06-01,14,None,Good
877104,375,Nitrogen dioxide (NO2),ppb,CD,105,Midtown (CD5),Summer 2023,2023-06-01,22,None,Good
667687,375,Nitrogen dioxide (NO2),ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2020,2020-01-01,15,None,Good
667753,375,Nitrogen dioxide (NO2),ppb,CD,316,Brownsville (CD16),Annual Average 2020,2020-01-01,16,None,Good
741051,375,Nitrogen dioxide (NO2),ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2021,2021-01-01,16,None,Good
667172,375,Nitrogen dioxide (NO2),ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2019-20,2019-12-01,26,None,Good
876919,375,Nitrogen dioxide (NO2),ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2022-23,2022-12-01,20,None,Good
874475,365,Fine particles (PM 2.5),mcg/m3,UHF42,306,Chelsea - Clinton,Winter 2022-23,2022-12-01,8,None,Good
742186,365,Fine particles (PM 2.5),mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2020-21,2020-12-01,7,None,Good
742187,365,Fine particles (PM 2.5),mcg/m3,UHF42,202,Downtown - Heights - Slope,Summer 2021,2021-06-01,9,None,Good
669682,365,Fine particles (PM 2.5),mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2020,2020-01-01,5,None,Good
605942,365,Fine particles (PM 2.5),mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2018,2018-01-01,7,None,Good
823540,365,Fine particles (PM 2.5),mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2022,2022-06-01,6,None,Good
876893,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Annual Average 2023,2023-01-01,19,None,Good
876895,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Winter 2022-23,2022-12-01,24,None,Good
643352,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Summer 2019,2019-06-01,16,None,Good
643346,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2019,2019-06-01,14,None,Good
876889,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2022-23,2022-12-01,23,None,Good
876887,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2023,2023-01-01,16,None,Good
336497,375,Nitrogen dioxide (NO2),ppb,UHF42,103,Fordham - Bronx Pk,Summer 2015,2015-06-01,16,None,Good
823319,365,Fine particles (PM 2.5),mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2022,2022-06-01,7,None,Good
823313,365,Fine particles (PM 2.5),mcg/m3,UHF42,105,Crotona -Tremont,Summer 2022,2022-06-01,7,None,Good
667177,375,Nitrogen dioxide (NO2),ppb,UHF42,303,East Harlem,Annual Average 2020,2020-01-01,18,None,Good
643353,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Winter 2018-19,2018-12-01,23,None,Good
876894,375,Nitrogen dioxide (NO2),ppb,UHF42,205,Sunset Park,Summer 2023,2023-06-01,14,None,Good
643347,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2018-19,2018-12-01,23,None,Good
876888,375,Nitrogen dioxide (NO2),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2023,2023-06-01,12,None,Good
412495,375,Nitrogen dioxide (NO2),ppb,UHF42,305,Upper East Side,Annual Average 2016,2015-12-31,24,None,Good
410817,365,Fine particles (PM 2.5),mcg/m3,UHF42,310,Lower Manhattan,Summer 2016,2016-06-01,9,None,Good
410847,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Summer 2016,2016-06-01,6,None,Good
410846,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Winter 2015-16,2015-12-01,5,None,Good
742273,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Winter 2020-21,2020-12-01,6,None,Good
410783,365,Fine particles (PM 2.5),mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2015-16,2015-12-01,7,None,Good
823281,365,Fine particles (PM 2.5),mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2021-22,2021-12-01,6,None,Good
410815,365,Fine particles (PM 2.5),mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2016,2015-12-31,9,None,Good
605741,365,Fine particles (PM 2.5),mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2018,2018-01-01,8,None,Good
742241,365,Fine particles (PM 2.5),mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2021,2021-06-01,9,None,Good
605744,365,Fine particles (PM 2.5),mcg/m3,UHF42,310,Lower Manhattan,Annual Average 2018,2018-01-01,8,None,Good
410848,365,Fine particles (PM 2.5),mcg/m3,UHF42,410,Rockaways,Annual Average 2016,2015-12-31,5,None,Good
