Unique ID,Indicator ID,Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Pollution_Level
170220,365,Fine particles (PM 2.5),mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2009,2008-12-01,9,Good
874822,365,Fine particles (PM 2.5),mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2023,2023-06-01,9,Good
667346,375,Nitrogen dioxide (NO2),ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2019-20,2019-12-01,27,Good
877007,375,Nitrogen dioxide (NO2),ppb,UHF34,204,East New York,Annual Average 2023,2023-01-01,17,Good
165858,375,Nitrogen dioxide (NO2),ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2010-11,2010-12-01,36,Good
336721,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Annual Average 2015,2015-01-01,26,Good
643554,375,Nitrogen dioxide (NO2),ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2018-19,2018-12-01,27,Good
643623,375,Nitrogen dioxide (NO2),ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2018-19,2018-12-01,26,Good
667663,375,Nitrogen dioxide (NO2),ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2020,2020-01-01,19,Good
336796,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2015,2015-01-01,22,Good
213457,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2014,2014-06-01,9,Good
131378,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,11,Good
151611,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,2009-01-01,5,Good
151612,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,410,Rockaways,2009-2011,2009-01-01,9,Good
154616,643,Annual vehicle miles traveled,per square mile,CD,501,St. George and Stapleton (CD1),2005,2005-01-01,25,Good
816827,643,Annual vehicle miles traveled,per square mile,UHF42,409,Southeast Queens,2019,2019-01-01,67,Moderate
816828,643,Annual vehicle miles traveled,per square mile,UHF42,409,Southeast Queens,2010,2010-01-01,70,Moderate
151660,643,Annual vehicle miles traveled,per square mile,UHF42,410,Rockaways,2005,2005-01-01,13,Good
154617,643,Annual vehicle miles traveled,per square mile,CD,502,South Beach and Willowbrook (CD2),2005,2005-01-01,25,Good
649883,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Summer 2019,2019-06-01,7,Good
874548,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2023,2023-01-01,7,Good
874540,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Winter 2022-23,2022-12-01,5,Good
742554,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2021,2021-01-01,6,Good
169332,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2009,2009-06-01,10,Good
168565,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2010-11,2010-12-01,11,Good
170453,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,2012-12-01,8,Good
334344,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2014-15,2014-12-01,8,Good
168547,365,Fine particles (PM 2.5),mcg/m3,CD,312,Borough Park (CD12),Winter 2010-11,2010-12-01,12,Good
169314,365,Fine particles (PM 2.5),mcg/m3,CD,312,Borough Park (CD12),Summer 2009,2009-06-01,10,Good
169312,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2009,2009-06-01,10,Good
170433,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,2012-12-01,8,Good
174138,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2009,2008-12-01,12,Good
174206,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2011,2010-12-01,11,Good
874547,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2023,2023-06-01,9,Good
334165,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2015,2015-01-01,10,Good
211989,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Summer 2014,2014-06-01,10,Good
649878,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Winter 2018-19,2018-12-01,9,Good
669625,365,Fine particles (PM 2.5),mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2020,2020-01-01,7,Good
669907,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2020,2020-01-01,6,Good
650001,365,Fine particles (PM 2.5),mcg/m3,CD,312,Borough Park (CD12),Winter 2018-19,2018-12-01,6,Good
874921,365,Fine particles (PM 2.5),mcg/m3,CD,312,Borough Park (CD12),Summer 2023,2023-06-01,8,Good
649917,365,Fine particles (PM 2.5),mcg/m3,CD,108,Upper East Side (CD8),Winter 2018-19,2018-12-01,9,Good
874502,365,Fine particles (PM 2.5),mcg/m3,CD,110,Central Harlem (CD10),Summer 2023,2023-06-01,9,Good
874541,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Summer 2023,2023-06-01,8,Good
174140,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Annual Average 2009,2008-12-01,9,Good
174208,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Annual Average 2011,2010-12-01,9,Good
211991,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Summer 2014,2014-06-01,8,Good
334171,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Annual Average 2015,2015-01-01,8,Good
649884,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Winter 2018-19,2018-12-01,6,Good
669619,365,Fine particles (PM 2.5),mcg/m3,UHF34,501502,Northern SI,Annual Average 2020,2020-01-01,5,Good
172608,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2009,2008-12-01,33,Good
154584,643,Annual vehicle miles traveled,per square mile,CD,301,Greenpoint and Williamsburg (CD1),2005,2005-01-01,58,Moderate
154561,643,Annual vehicle miles traveled,per square mile,CD,102,Greenwich Village and Soho (CD2),2005,2005-01-01,119,Unhealthy
816912,643,Annual vehicle miles traveled,per square mile,CD,502,South Beach and Willowbrook (CD2),2019,2019-01-01,26,Good
816722,643,Annual vehicle miles traveled,per square mile,CD,501,St. George and Stapleton (CD1),2019,2019-01-01,31,Good
151580,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,16,Good
151601,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,5,Good
151602,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,310,Lower Manhattan,2009-2011,2009-01-01,2,Good
131399,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,409,Southeast Queens,2009-2011,2009-01-01,27,Good
827391,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,409,Southeast Queens,2017-2019,2017-01-01,11,Good
131400,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,410,Rockaways,2009-2011,2009-01-01,47,Good
221957,386,Ozone (O3),ppb,UHF34,306308,Chelsea-Village,Summer 2009,2009-06-01,18,Good
221915,386,Ozone (O3),ppb,UHF34,403,Flushing - Clearview,Summer 2009,2009-06-01,26,Good
221807,386,Ozone (O3),ppb,UHF34,104,Pelham - Throgs Neck,Summer 2009,2009-06-01,26,Good
221891,386,Ozone (O3),ppb,UHF34,303,East Harlem,Summer 2009,2009-06-01,22,Good
336762,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2014-15,2014-12-01,25,Good
412660,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Annual Average 2016,2015-12-31,26,Good
825850,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Winter 2021-22,2021-12-01,25,Good
167551,375,Nitrogen dioxide (NO2),ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,2008-12-01,25,Good
167669,375,Nitrogen dioxide (NO2),ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2011,2010-12-01,24,Good
643677,375,Nitrogen dioxide (NO2),ppb,CD,401,Long Island City and Astoria (CD1),Winter 2018-19,2018-12-01,23,Good
667777,375,Nitrogen dioxide (NO2),ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2020,2020-01-01,19,Good
167640,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2011,2010-12-01,24,Good
213413,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2014,2014-06-01,16,Good
643719,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Winter 2018-19,2018-12-01,19,Good
667855,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2020,2020-01-01,13,Good
877260,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Summer 2023,2023-06-01,12,Good
167565,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2009,2008-12-01,20,Good
167683,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2011,2010-12-01,20,Good
213456,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Summer 2014,2014-06-01,12,Good
336889,375,Nitrogen dioxide (NO2),ppb,CD,501,St. George and Stapleton (CD1),Annual Average 2015,2015-01-01,16,Good
172676,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2011,2010-12-01,31,Good
211683,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2014,2014-06-01,23,Good
336703,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2015,2015-01-01,25,Good
643533,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2018-19,2018-12-01,26,Good
221966,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2012,2012-06-01,27,Good
740947,375,Nitrogen dioxide (NO2),ppb,UHF42,301,Washington Heights,Winter 2020-21,2020-12-01,20,Good
412428,375,Nitrogen dioxide (NO2),ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2016,2016-06-01,12,Good
412427,375,Nitrogen dioxide (NO2),ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2015-16,2015-12-01,19,Good
876945,375,Nitrogen dioxide (NO2),ppb,UHF42,401,Long Island City - Astoria,Summer 2023,2023-06-01,15,Good
336511,375,Nitrogen dioxide (NO2),ppb,UHF42,201,Greenpoint,Annual Average 2015,2015-01-01,21,Good
667285,375,Nitrogen dioxide (NO2),ppb,UHF42,501,Port Richmond,Annual Average 2020,2020-01-01,14,Good
876975,375,Nitrogen dioxide (NO2),ppb,UHF42,501,Port Richmond,Summer 2023,2023-06-01,11,Good
212454,375,Nitrogen dioxide (NO2),ppb,UHF42,501,Port Richmond,Summer 2014,2014-06-01,13,Good
336604,375,Nitrogen dioxide (NO2),ppb,UHF42,501,Port Richmond,Annual Average 2015,2015-01-01,17,Good
221967,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2013,2013-06-01,25,Good
743653,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2021,2021-06-01,28,Good
221978,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2012,2012-06-01,32,Good
221979,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2013,2013-06-01,29,Good
743655,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2021,2021-06-01,28,Good
172217,375,Nitrogen dioxide (NO2),ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2013,2013-06-01,13,Good
412646,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Winter 2015-16,2015-12-01,20,Good
221965,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2011,2011-06-01,26,Good
221964,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2010,2010-06-01,27,Good
412065,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2016,2016-06-01,30,Good
221977,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2011,2011-06-01,32,Good
221976,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2010,2010-06-01,33,Good
412067,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2016,2016-06-01,33,Good
174257,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2013,2012-12-01,8,Good
547531,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2017,2017-01-01,7,Good
605957,365,Fine particles (PM 2.5),mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2018,2018-01-01,6,Good
169489,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2012,2012-06-01,10,Good
169548,365,Fine particles (PM 2.5),mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2013,2013-06-01,9,Good
823191,365,Fine particles (PM 2.5),mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2021-22,2021-12-01,7,Good
877263,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2023,2023-06-01,8,Good
167566,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2009,2008-12-01,16,Good
167684,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2011,2010-12-01,16,Good
336892,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2015,2015-01-01,13,Good
643722,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2018-19,2018-12-01,16,Good
667861,375,Nitrogen dioxide (NO2),ppb,CD,502,South Beach and Willowbrook (CD2),Annual Average 2020,2020-01-01,11,Good
336505,375,Nitrogen dioxide (NO2),ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2015,2015-01-01,22,Good
336571,375,Nitrogen dioxide (NO2),ppb,UHF42,310,Lower Manhattan,Annual Average 2015,2015-01-01,26,Good
176535,375,Nitrogen dioxide (NO2),ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2009,2008-12-01,32,Good
176629,375,Nitrogen dioxide (NO2),ppb,UHF42,409,Southeast Queens,Annual Average 2011,2010-12-01,19,Good
212452,375,Nitrogen dioxide (NO2),ppb,UHF42,409,Southeast Queens,Summer 2014,2014-06-01,12,Good
876969,375,Nitrogen dioxide (NO2),ppb,UHF42,409,Southeast Queens,Summer 2023,2023-06-01,10,Good
176605,375,Nitrogen dioxide (NO2),ppb,UHF42,206,Borough Park,Annual Average 2011,2010-12-01,23,Good
176521,375,Nitrogen dioxide (NO2),ppb,UHF42,206,Borough Park,Annual Average 2009,2008-12-01,24,Good
667525,375,Nitrogen dioxide (NO2),ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2020,2020-01-01,21,Good
874867,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2023,2023-06-01,8,Good
170339,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2011,2010-12-01,9,Good
170221,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2009,2008-12-01,9,Good
334354,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2015,2015-01-01,7,Good
650067,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2018-19,2018-12-01,6,Good
669979,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2020,2020-01-01,5,Good
334313,365,Fine particles (PM 2.5),mcg/m3,CD,402,Woodside and Sunnyside (CD2),Summer 2015,2015-06-01,10,Good
669938,365,Fine particles (PM 2.5),mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2019-20,2019-12-01,8,Good
874868,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2022-23,2022-12-01,5,Good
874866,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2023,2023-01-01,6,Good
168687,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2012-13,2012-12-01,9,Good
170280,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2010,2009-12-01,8,Good
334355,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2015,2015-06-01,8,Good
650066,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2019,2019-06-01,7,Good
669980,365,Fine particles (PM 2.5),mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2019-20,2019-12-01,6,Good
825867,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2022,2022-06-01,14,Good
172710,375,Nitrogen dioxide (NO2),ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2012,2011-12-01,29,Good
825861,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Summer 2022,2022-06-01,8,Good
172712,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Annual Average 2012,2011-12-01,16,Good
603093,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Summer 2018,2018-06-01,12,Good
165969,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2011-12,2011-12-01,22,Good
165851,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2009-10,2009-12-01,25,Good
213630,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2014,2013-12-01,18,Good
603087,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,2018-06-01,11,Good
667827,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2020,2020-06-01,8,Good
336711,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Winter 2014-15,2014-12-01,21,Good
549980,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Annual Average 2017,2017-01-01,15,Good
741285,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2021,2021-01-01,15,Good
166677,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Summer 2009,2009-06-01,18,Good
165910,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2010-11,2010-12-01,28,Good
167798,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,2012-12-01,19,Good
336882,375,Nitrogen dioxide (NO2),ppb,CD,412,Jamaica and Hollis (CD12),Winter 2014-15,2014-12-01,24,Good
167780,375,Nitrogen dioxide (NO2),ppb,CD,312,Borough Park (CD12),Annual Average 2013,2012-12-01,20,Good
550055,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2017,2017-01-01,18,Good
216584,386,Ozone (O3),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2009,2009-06-01,27,Good
171624,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Winter 2009-10,2009-12-01,22,Good
171692,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Winter 2011-12,2011-12-01,20,Good
211787,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Annual Average 2014,2013-12-01,16,Good
602922,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Summer 2018,2018-06-01,10,Good
549979,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Summer 2017,2017-06-01,11,Good
549981,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Winter 2016-17,2016-12-01,20,Good
667497,375,Nitrogen dioxide (NO2),ppb,UHF34,501502,Northern SI,Summer 2020,2020-06-01,8,Good
213982,365,Fine particles (PM 2.5),mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,2014-06-01,7,Good
669967,365,Fine particles (PM 2.5),mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2020,2020-01-01,5,Good
874849,365,Fine particles (PM 2.5),mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2023,2023-06-01,8,Good
643572,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Winter 2018-19,2018-12-01,26,Good
877155,375,Nitrogen dioxide (NO2),ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2023,2023-06-01,11,Good
165908,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2010-11,2010-12-01,28,Good
172727,375,Nitrogen dioxide (NO2),ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2013,2012-12-01,18,Good
131391,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,28,Good
131247,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01,18,Good
816824,643,Annual vehicle miles traveled,per square mile,UHF42,501,Port Richmond,2010,2010-01-01,16,Good
151630,643,Annual vehicle miles traveled,per square mile,UHF42,201,Greenpoint,2005,2005-01-01,63,Moderate
154613,643,Annual vehicle miles traveled,per square mile,CD,412,Jamaica and Hollis (CD12),2005,2005-01-01,41,Good
154567,643,Annual vehicle miles traveled,per square mile,CD,108,Upper East Side (CD8),2005,2005-01-01,138,Unhealthy
827389,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,501,Port Richmond,2017-2019,2017-01-01,44,Good
221963,386,Ozone (O3),ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2009,2009-06-01,20,Good
221975,386,Ozone (O3),ppb,UHF34,501502,Northern SI,Summer 2009,2009-06-01,25,Good
166675,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2009,2009-06-01,17,Good
167796,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2013,2012-12-01,19,Good
336876,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2014-15,2014-12-01,24,Good
550145,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2017,2017-01-01,17,Good
165864,375,Nitrogen dioxide (NO2),ppb,CD,108,Upper East Side (CD8),Winter 2010-11,2010-12-01,36,Good
166852,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2012,2012-06-01,15,Good
166911,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,2013-06-01,15,Good
412813,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2016,2015-12-31,17,Good
602960,375,Nitrogen dioxide (NO2),ppb,CD,110,Central Harlem (CD10),Annual Average 2018,2018-01-01,21,Good
412693,375,Nitrogen dioxide (NO2),ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2016,2015-12-31,19,Good
825817,375,Nitrogen dioxide (NO2),ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2021-22,2021-12-01,21,Good
877245,375,Nitrogen dioxide (NO2),ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2023,2023-06-01,11,Good
176527,375,Nitrogen dioxide (NO2),ppb,UHF42,301,Washington Heights,Annual Average 2009,2008-12-01,28,Good
176611,375,Nitrogen dioxide (NO2),ppb,UHF42,301,Washington Heights,Annual Average 2011,2010-12-01,25,Good
336605,375,Nitrogen dioxide (NO2),ppb,UHF42,501,Port Richmond,Summer 2015,2015-06-01,13,Good
175435,375,Nitrogen dioxide (NO2),ppb,UHF42,301,Washington Heights,Winter 2012-13,2012-12-01,27,Good
176569,375,Nitrogen dioxide (NO2),ppb,UHF42,301,Washington Heights,Annual Average 2010,2009-12-01,25,Good
173237,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2012-13,2012-12-01,9,Good
649826,365,Fine particles (PM 2.5),mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,7,Good
412644,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2016,2016-06-01,13,Good
172111,375,Nitrogen dioxide (NO2),ppb,UHF34,205,Sunset Park,Summer 2010,2010-06-01,19,Good
172145,375,Nitrogen dioxide (NO2),ppb,UHF34,205,Sunset Park,Summer 2011,2011-06-01,19,Good
518977,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2012-2014,2012-01-02,12,Good
628526,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2015-2017,2015-01-01,9,Good
131260,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2005-2007,2005-01-01,16,Good
827386,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,504,South Beach - Tottenville,2017-2019,2017-01-01,7,Good
172162,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Summer 2011,2011-06-01,15,Good
172128,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Summer 2010,2010-06-01,16,Good
412628,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Winter 2015-16,2015-12-01,21,Good
412629,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Summer 2016,2016-06-01,12,Good
213430,375,Nitrogen dioxide (NO2),ppb,CD,307,Sunset Park (CD7),Summer 2014,2014-06-01,15,Good
643641,375,Nitrogen dioxide (NO2),ppb,CD,307,Sunset Park (CD7),Winter 2018-19,2018-12-01,23,Good
667807,375,Nitrogen dioxide (NO2),ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2020,2020-01-01,15,Good
603079,375,Nitrogen dioxide (NO2),ppb,CD,407,Flushing and Whitestone (CD7),Winter 2017-18,2017-12-01,24,Good
